"pathway","phnx_z_score","mean_path_score","sd_path_score","phnx_p_val"
"rna polymerase ii transcription regulatory region sequence specific dna binding",15.3344221780426,0.116250695414317,0.0247170213227147,0
"dna binding transcription activator activity",14.8043242569197,0.0756036384394392,0.0220019659980069,0
"sequence specific dna binding",14.6900107107506,0.140368173594819,0.0275479432584312,0
"cis regulatory region sequence specific dna binding",14.4317813808963,0.105301207087876,0.0246964067307621,0
"transcription regulator activity",13.8870321452011,0.135145803552412,0.0293692980692076,0
"nuclear receptor activity",7.86347272384121,0.0131846537172678,0.00937389470630281,0
"rna polymerase ii general transcription initiation factor binding",7.14796450057065,0.00504270909598563,0.00552927842469359,0
"transcription coactivator binding",7.10515353378266,0.0136809083349654,0.00890586922998201,0
"nuclear steroid receptor activity",6.96175353856306,0.00780635462643113,0.00659602164864448,0
"rna polymerase ii specific dna binding transcription factor binding",6.74123778969082,0.0295561806585756,0.0140353227875036,0
"basal transcription machinery binding",6.68044314362058,0.00534764189773705,0.00587059155337331,0
"double stranded methylated dna binding",6.67866451439995,0.00244679117255146,0.00370376100004396,0.002
"chromatin binding",6.63529675974088,0.0603120746121276,0.0181311501712087,0
"transcription coregulator binding",6.61146814301369,0.024257666136662,0.0120348776220684,0
"transcription factor binding",6.28364406819883,0.0560757306806045,0.0184390330933999,0
"dna binding transcription factor binding",6.0748276657263,0.040252340833249,0.0164429975707438,0
"c2h2 zinc finger domain binding",6.02543755369854,0.00259763390437001,0.00408025711160222,0.002
"tfiib class transcription factor binding",5.67409498444682,0.00262745200976497,0.00403811899789536,0.006
"beta catenin binding",5.62204197208706,0.00776665967074223,0.0067948590511468,0.002
"atpase binding",5.46151329927672,0.013208345242776,0.00949750846797312,0.002
"nuclear estrogen receptor binding",5.00772206048705,0.00291132548154565,0.00451878059673621,0.008
"general transcription initiation factor binding",4.89642254232384,0.00807699264225084,0.00769158199957163,0
"dna binding transcription repressor activity",4.6060254387451,0.0299912131400779,0.0148613207629006,0.002
"dna binding bending",4.5733727981273,0.01063781448605,0.00833976467767534,0
"tbp class protein binding",4.37860778563418,0.00497389254660811,0.00496474322926477,0.002
"steroid binding",4.14129590125155,0.024546661619388,0.0131460991191498,0.006
"protein domain specific binding",3.96479645546454,0.054347422950319,0.017601202016509,0
"nitric oxide synthase regulator activity",3.77520786745164,0.00534168125549331,0.00566905098964232,0.018
"zinc ion binding",3.66772947214468,0.0867612722801277,0.0232601491872571,0.004
"r smad binding",3.43420021006997,0.0051153389015235,0.00502507500583685,0.024
"nuclear receptor binding",3.24716793603472,0.00567099686647998,0.00646044237270105,0.022
"transcription corepressor binding",3.09259756706281,0.00811748255405109,0.00708711261813453,0.024
"retinoic acid responsive element binding",2.95862333900063,0.00250967784476234,0.00393238204804482,0.032
"interleukin 2 receptor binding",2.68927988179767,0.00252675056649605,0.00370724679228054,0.034
"promoter specific chromatin binding",2.62786117180473,0.00806197436456569,0.00699501086358079,0.034
"transition metal ion binding",2.47722810348728,0.132439852376003,0.0273658243487993,0.012
"rna polymerase ii core promoter sequence specific dna binding",2.26040264854315,0.00789561184879858,0.00694617334170402,0.054
"smad binding",2.19091770329275,0.0104589812509948,0.007676759894771,0.052
"hmg box domain binding",2.16838388639238,0.00546045804343885,0.00612067082370012,0.054
"hormone binding",2.03346580172889,0.00825072655902477,0.0072711281956747,0.068
"molecular transducer activity",1.98991078026456,0.0971734093741397,0.0226561731456095,0.03
"core promoter sequence specific dna binding",1.96484340391078,0.0107347898630542,0.00832388160263285,0.072
"e box binding",1.51728637088817,0.00541021855053259,0.00582867316484709,0.094
"rna binding",1.39321472873452,0.0351145337863127,0.0153083548453507,0.11
"kinase binding",0.962519592839566,0.0592299538871739,0.0186494474792027,0.16
"lipid binding",0.925718361536418,0.10002442938817,0.024404916541926,0.166
"single stranded rna binding",0.866430367974593,0.00273595325456699,0.00414345612833573,0.07
"histone acetyltransferase binding",0.744836043916435,0.00294609619071707,0.00441674524988365,0.09
"co smad binding",0.698855020948376,0.00531499393848935,0.00576096895243476,0.122
"nadp binding",0.641303243216537,0.00222522258048411,0.00308940114944111,0.05
"protein heterodimerization activity",0.632514813113674,0.0345169545239769,0.0144183088486694,0.248
"immunoglobulin receptor binding",0.58964800076648,0.0237823192372452,0.0121735525461396,0.25
"glial cell derived neurotrophic factor receptor activity",0.576843536876154,0.00238102797558531,0.00314866710389999,0.082
"steroid dehydrogenase activity",0.451494133563842,0.00236787610768806,0.00349154768583037,0.098
"oxidoreductase activity acting on nad p h",0.45020446976523,0.00252351065044058,0.00373820123921611,0.082
"neurotrophin receptor activity",0.448892978389621,0.0024793129056925,0.0038272002932978,0.074
"n n dimethylaniline monooxygenase activity",0.426889268260724,0.00257456127088517,0.0038227812401593,0.074
