"pathway","phnx_z_score","mean_path_score","sd_path_score","phnx_p_val"
"rna polymerase ii transcription regulatory region sequence specific dna binding",47.6264534949872,0.0849079849196181,0.00216836466489736,0
"dna binding transcription activator activity",43.691016381996,0.0352067095065437,0.0014840329957054,0
"cis regulatory region sequence specific dna binding",43.6022641404642,0.075756602381538,0.00229496317589299,0
"sequence specific dna binding",42.2734639462988,0.104673806046569,0.00251698951469463,0
"transcription regulator activity",36.5373047962818,0.11984487333542,0.00273879102113392,0
"dna binding transcription repressor activity",24.948518621299,0.0212794717609134,0.00115284607479765,0
"nuclear receptor activity",23.4897737376218,0.0048904094403224,0.000533337259750151,0
"transcription factor binding",19.3197574851343,0.047768968757644,0.00169411272993564,0
"dna binding transcription factor binding",18.5376954814999,0.038279707773725,0.00153183071366955,0
"e box binding",16.3775409732128,0.00353086595898033,0.000493177759713643,0
"rna polymerase ii specific dna binding transcription factor binding",16.2115780772462,0.029040812171228,0.00139230616657929,0
"chromatin binding",15.8511726470122,0.0426501802906726,0.00162812742971141,0
"transcription coregulator binding",15.2196376942488,0.00895559990980473,0.000806417395667321,0
"nuclear steroid receptor activity",14.0297807833454,0.00212272827231694,0.000364499719023495,0
"transcription coactivator binding",12.2936703613433,0.00333517751481304,0.000439498601318155,0
"histone deacetylase binding",11.0102659857102,0.00879839955557084,0.000764385665919022,0
"bhlh transcription factor binding",9.93351494508307,0.00262322293460359,0.000411172321073118,0
"chromatin dna binding",9.86578789651379,0.00814637772406604,0.000694350941285489,0
"histone acetyltransferase binding",9.73470603311149,0.00200925926145343,0.000357647079264633,0
"protein dimerization activity",9.28296758396764,0.0688525876375261,0.00192920693257744,0
"promoter specific chromatin binding",8.72139016484754,0.00572914214284538,0.000580139235909944,0
"retinoic acid responsive element binding",8.66521098271763,0.000480454283486324,0.000167254519420995,0
"double stranded methylated dna binding",7.92330758530572,0.000378868263167533,0.000151887258089301,0
"nuclear receptor binding",7.06872057173446,0.0118097261072847,0.000865154441168615,0
"hmg box domain binding",7.04511691843727,0.00135115094964021,0.000307013185444942,0
"chromatin insulator sequence binding",6.76317551485696,0.000381679951095066,0.000154091982225125,0
"nuclear retinoid x receptor binding",6.7346707959513,0.00136508353390491,0.000311992546043087,0
"rna polymerase ii core promoter sequence specific dna binding",6.63172885569883,0.00151726235616782,0.000298980754358232,0
"nfat protein binding",6.55629788059421,0.000578651162879396,0.000189868164850371,0
"stat family protein binding",6.51056846101178,0.000675699050213855,0.000223469062220067,0
"mdm2 mdm4 family protein binding",6.33066893593114,0.000958654124449822,0.000241245926874227,0
"transcription corepressor binding",5.99780704232829,0.00336427506473895,0.000444914450963961,0
"zinc ion binding",5.88246253304946,0.0530809127114905,0.00189185361314085,0
"intronic transcription regulatory region sequence specific dna binding",5.86595511201489,0.000856956351168264,0.000240661857741518,0
"beta catenin binding",5.79190947429741,0.00675621970983047,0.000647091077074064,0
"smad binding",5.78223796258235,0.0065988312542025,0.000629493858461277,0
"tfiib class transcription factor binding",5.77508290366247,0.000484824964248522,0.000182132523217017,0
"protein heterodimerization activity",5.74574865751229,0.0190850776388464,0.00109404430770526,0
"nuclear retinoic acid receptor binding",5.42704942105162,0.00217764081982205,0.000363515612635622,0
"mrf binding",5.40590603096704,0.000479530854849145,0.000164484244982007,0
"core promoter sequence specific dna binding",5.30499781949449,0.0036159046649409,0.000470712649425876,0
"nuclear glucocorticoid receptor binding",5.157618336957,0.00124270901017007,0.000283330601648382,0
"protein domain specific binding",5.15538673396554,0.0523993877897683,0.00168807382201421,0
"camp response element binding",4.90562463928991,0.001345669506587,0.000300720593438523,0
"rna polymerase ii intronic transcription regulatory region sequence specific dna binding",4.68550752475747,0.000587253956278801,0.000200331525963236,0
"c2h2 zinc finger domain binding",4.67067874053136,0.00121841470988329,0.000246291518877784,0
