"pathway","phnx_z_score","mean_path_score","sd_path_score","phnx_p_val"
"cis regulatory region sequence specific dna binding",24.7525345164291,0.0857917115629971,0.00746773891551815,0
"rna polymerase ii transcription regulatory region sequence specific dna binding",23.4847783626314,0.0948779812331195,0.00808702865051891,0
"sequence specific dna binding",23.1672566521773,0.110906364272771,0.00836071808133999,0
"dna binding transcription activator activity",22.6254664369839,0.044956847212321,0.00548563623171536,0
"transcription regulator activity",21.1945838105383,0.115644757669026,0.00897086782276665,0
"dna binding transcription repressor activity",13.7650155043459,0.023469885277882,0.00384693220301528,0
"nuclear receptor activity",12.7227090728767,0.0081917444167193,0.00226870830536716,0
"transcription factor binding",11.3808431033419,0.0381323024471058,0.00541933553295929,0
"chromatin binding",11.1773260178323,0.0362327621132572,0.00482583460458885,0
"double stranded methylated dna binding",10.9869829180393,0.00116244309693866,0.000986619064159407,0
"dna binding transcription factor binding",10.9837582967129,0.0282326705210289,0.00456672995740928,0
"aryl hydrocarbon receptor binding",9.93256000182778,0.000573045531622483,0.00059752827025024,0
"rna polymerase ii specific dna binding transcription factor binding",9.5939171821601,0.0216728367758624,0.00403320730968399,0
"bhlh transcription factor binding",9.56080979756201,0.00300961341810762,0.0014061214839024,0
"mrf binding",7.49922409622292,0.00176971130310267,0.00125094244170208,0.002
"promoter specific chromatin binding",7.17579739251712,0.00473525374033488,0.00171461450077175,0
"chromatin dna binding",6.83145176383124,0.0053123342297913,0.00184410879386771,0
"transcription coregulator binding",6.75738116471007,0.00909400541296054,0.00266444275596142,0
"e box binding",6.44705443344263,0.00286191744476673,0.00127951344506971,0
"c2h2 zinc finger domain binding",6.34246668423937,0.00175898816940025,0.00104370739316386,0
"tfiib class transcription factor binding",6.23993034674646,0.000608107772248331,0.000620853610294665,0.006
"histone acetyltransferase binding",6.16490429713083,0.00123660917396774,0.000996143022175728,0.002
"basal transcription machinery binding",5.77821468578124,0.00119607921787247,0.00102725100319411,0.004
"nuclear steroid receptor activity",5.73399303573645,0.00364840046856261,0.0017076586694369,0
"rna polymerase ii general transcription initiation factor binding",5.57916860302523,0.00120615663519129,0.00106209362665753,0.002
"transcription coactivator binding",5.55016440594046,0.00361316843921668,0.00157102140215899,0.002
"histone deacetylase binding",5.36868939014695,0.00708587963836908,0.00236400248392371,0
"transcription corepressor binding",4.99893739118595,0.00350871187404846,0.00162294334860078,0.002
"zinc ion binding",4.2319554799632,0.0660156621826027,0.00705282399546071,0
"general transcription initiation factor binding",4.20715353855725,0.00308542340598069,0.00163540884250893,0.004
"steroid binding",4.15380160352441,0.0105656234846829,0.00264727065057268,0.002
"dna binding bending",4.03802441395042,0.00356673738424433,0.00164190193128402,0.004
"nuclear estrogen receptor binding",3.85778332920848,0.00464800268544059,0.00174933977080399,0.004
"tbp class protein binding",3.78007584442693,0.0023675231331581,0.00130916721799877,0.014
"atpase binding",3.64836103510508,0.0058679176238802,0.00197597832136654,0.006
"protein heterodimerization activity",3.59822794478,0.0212371992029803,0.0038444876303383,0.002
"beta catenin binding",3.37780182891222,0.00976451882171386,0.0028345844539703,0.008
"nitric oxide synthase regulator activity",3.36571727874698,0.00123388798908854,0.00104997994853636,0.022
"nuclear receptor binding",3.26092240652173,0.00731005599329364,0.00241305175305507,0.004
"transition metal ion binding",3.01516656962865,0.0933211046864599,0.00787064687044391,0
