"pathway","phnx_z_score","mean_path_score","sd_path_score","phnx_p_val"
"positive regulation of transcription by rna polymerase ii",19.032457880959,0.0960453654892772,0.00781823135589443,0
"positive regulation of macromolecule biosynthetic process",17.4129348686711,0.129381380375795,0.00883971408450296,0
"negative regulation of transcription by rna polymerase ii",17.2655004933052,0.0706045193460013,0.00664765667838535,0
"positive regulation of rna metabolic process",17.1268193698776,0.120621508528071,0.00907403724534796,0
"negative regulation of rna metabolic process",16.0760272970667,0.0930606131074164,0.00783262309050699,0
"negative regulation of nucleobase containing compound metabolic process",16.0223749857328,0.0971395829804242,0.00785606074746053,0
"negative regulation of biosynthetic process",14.8189453486437,0.105324602337278,0.00838134863550608,0
"metanephric glomerular mesangium development",11.774178049732,0.00121049203793518,0.000916575052453912,0
"positive regulation of mirna transcription",11.1185736536812,0.00634986218003905,0.00205212443388748,0
"dna templated transcription termination",10.7791669742097,0.000532043376355432,0.000543672776784325,0
"mirna metabolic process",10.4368320116936,0.0076024555714248,0.0023650466072213,0
"regulation of mirna transcription",10.026519136361,0.00774580921675079,0.00244753340220275,0
"regionalization",9.91485059128273,0.0440623303300381,0.00543831381725174,0
"positive regulation of mirna metabolic process",9.88670049194886,0.0064960993383429,0.00229302582037904,0
"cell proliferation involved in metanephros development",9.88010480772044,0.00180472613469465,0.00112578152062197,0
"regulation of mirna metabolic process",9.64258470014017,0.00774822650749411,0.00254473504422198,0
"pattern specification process",9.51759758167551,0.0537315308107645,0.0063424976750258,0
"forelimb morphogenesis",9.2719630999886,0.00584783962229267,0.00199904618035265,0
"metanephric glomerulus vasculature development",9.2605469612216,0.0017580682203552,0.00113625763905628,0
"thorax and anterior abdomen determination",8.99466222484848,0.000607352373976028,0.000633853924330134,0.004
"regulation of dna methylation",8.93583665437453,0.000595792735693976,0.000639320279509536,0
"termination of rna polymerase ii transcription",8.8238585637874,0.000597011921083322,0.000656784223553452,0
"anterior posterior pattern specification",8.74874333901526,0.0251381411869806,0.00422010623249378,0
"zygotic determination of anterior posterior axis embryo",8.73967800668552,0.000588509809385869,0.000654502890090309,0
"cardiac muscle cell fate commitment",8.6622137646909,0.00291591886036622,0.00138362351463526,0
"glomerular mesangial cell proliferation",8.63305707116497,0.00235755040339427,0.00123239047211212,0
"regulation of post translational protein modification",8.58840885283267,0.000570710871659685,0.000596506849449802,0.002
"regulation of protein sumoylation",8.29578497728679,0.000570882546904613,0.000617527219590564,0
"cardiac cell fate commitment",8.2436479700343,0.00350296554144006,0.00156636320455373,0
