"pathway","phnx_z_score","mean_path_score","sd_path_score","phnx_p_val"
"positive regulation of transcription by rna polymerase ii",28.6989097164215,0.226769934721204,0.015901854908473,0
"positive regulation of rna metabolic process",25.5738234190566,0.296846311938507,0.0181447369826663,0
"positive regulation of macromolecule biosynthetic process",24.836377714892,0.316071650730785,0.0185475527945685,0
"negative regulation of transcription by rna polymerase ii",23.0470185063557,0.160571617676465,0.0141922394613912,0
"negative regulation of nucleobase containing compound metabolic process",21.454931037066,0.227013017340279,0.0159098907416053,0
"negative regulation of rna metabolic process",20.917007704753,0.215305833729104,0.0164707472458475,0
"negative regulation of biosynthetic process",20.1948581098933,0.248298839662892,0.0164924732581079,0
"regulation of mirna transcription",17.0436418059753,0.0170710183925682,0.00443872469415145,0
"regulation of mirna metabolic process",17.0340881707925,0.0175276606306033,0.00442790507013133,0
"mirna metabolic process",15.8275412564455,0.0176342634113425,0.00475871276374685,0
"positive regulation of mirna metabolic process",14.0813954015463,0.0132330553433554,0.00409124970757259,0
"positive regulation of mirna transcription",13.9291883586227,0.0129569031884615,0.0041392737062024,0
"pattern specification process",13.2905624690121,0.118561754795838,0.0110625230702195,0
"intracellular receptor signaling pathway",13.2358854452307,0.0506827382566139,0.00791499105213401,0
"cell fate commitment",12.5166429693497,0.0704219590770309,0.00974007775817064,0
"gland development",12.0870222941548,0.117089368037562,0.0117181088148299,0
"epithelium development",11.9419929032231,0.286921006955881,0.0187682979836622,0
"embryonic morphogenesis",11.9237793092463,0.149587375466184,0.0128957435685479,0
"columnar cuboidal epithelial cell differentiation",11.7010604445967,0.0355782848010882,0.00690405495032331,0
"embryo development",11.5930063800516,0.239200765068719,0.0169261623583009,0
"epithelial cell differentiation",11.5028436715473,0.177609092228952,0.0146300408810244,0
"glandular epithelial cell differentiation",11.3083050903577,0.0229699942497172,0.00540414766161688,0
"embryonic organ development",11.2962788759195,0.108875569810197,0.0116841238696099,0
"regionalization",11.2943171536989,0.0948526370235459,0.0116901353907496,0
"regulation of cell differentiation",11.2129899848849,0.338788109665069,0.0191465790620309,0
"endocrine system development",11.0349338673641,0.0429931005671629,0.00764027937245327,0
"anterior posterior pattern specification",10.6733771809892,0.0539143073537633,0.00862813573514983,0
"embryo development ending in birth or egg hatching",10.5749868173332,0.143958896479128,0.0136994070273668,0
"regulation of dna methylation",10.5035802956287,0.0026050152176746,0.0016798569787416,0
"tube development",10.4122443321871,0.266668974184911,0.0177565411619395,0
"tube morphogenesis",10.1702040427273,0.220437713218654,0.0159679485689719,0
"tissue development",10.1217188538356,0.462171691522535,0.0222393326665237,0
"negative regulation of developmental process",10.1071226585914,0.201564884193915,0.0153179554843762,0
"pancreas development",9.57452696383503,0.0229290558929036,0.00485771187314929,0
"anatomical structure formation involved in morphogenesis",9.53473534248489,0.269498141930299,0.0175333654089624,0
"negative regulation of cell differentiation",9.51373784197736,0.148593877787309,0.0136467687479409,0
"regulation of post translational protein modification",9.46286961593696,0.000637635339298868,0.000884726736511024,0
"animal organ morphogenesis",9.45724569337797,0.264370425534019,0.0186866268170676,0
"hormone mediated signaling pathway",9.36369374134596,0.032415208034273,0.00677228440048352,0
"notch signaling involved in heart development",9.28158310346564,0.00344939565618066,0.00225455790408896,0
"ncrna metabolic process",9.22074723894813,0.0436619152669893,0.00763605429989375,0
"regulation of transcription regulatory region dna binding",9.13341458864167,0.0115563845964898,0.00399175831018001,0
"dna templated transcription termination",9.10642713121914,0.000649477459628542,0.000845655425609987,0
